
Circuit: improved half wave precision rectifier

                     improved half wave precision rectifier
                     Transient Analysis  Sat Jan 29 14:36:32  2022
--------------------------------------------------------------------------------
Index   time            v(3)            v(4)            v(1)            
--------------------------------------------------------------------------------
0	0.000000e+00	6.952172e-06	1.323687e-01	0.000000e+00	
1	1.000000e-08	1.676275e-05	1.323685e-01	3.141593e-04	
2	1.344527e-08	2.086181e-05	1.323682e-01	4.223957e-04	
3	2.033582e-08	2.989400e-05	1.323673e-01	6.388685e-04	
4	3.411690e-08	4.978624e-05	1.323626e-01	1.071814e-03	
5	6.167908e-08	8.938467e-05	1.323349e-01	1.937705e-03	
6	1.002300e-07	1.438372e-04	1.322347e-01	3.148818e-03	
7	1.450890e-07	2.063659e-04	1.319973e-01	4.558103e-03	
8	1.933327e-07	2.728721e-04	1.315676e-01	6.073725e-03	
9	2.632701e-07	3.685080e-04	1.305840e-01	8.270869e-03	
10	3.569803e-07	4.957343e-04	1.285535e-01	1.121486e-02	
11	5.025443e-07	6.923613e-04	1.237258e-01	1.578787e-02	
12	7.267476e-07	9.943967e-04	1.122731e-01	2.283137e-02	
13	1.168826e-06	1.592320e-03	7.550604e-02	3.671941e-02	
14	2.052981e-06	2.792602e-03	-5.32373e-02	6.449452e-02	
15	3.052981e-06	2.450807e-03	-2.80788e-01	9.590636e-02	
16	3.447444e-06	-7.69531e-03	-3.88666e-01	1.082962e-01	
17	3.739795e-06	-3.12934e-02	-4.66422e-01	1.174783e-01	
18	4.137869e-06	-7.57840e-02	-5.51826e-01	1.299804e-01	
19	4.322645e-06	-9.41097e-02	-5.80675e-01	1.357832e-01	
20	4.495863e-06	-1.08287e-01	-6.01746e-01	1.412229e-01	
21	4.701384e-06	-1.21844e-01	-6.21166e-01	1.476769e-01	
22	4.944985e-06	-1.34537e-01	-6.38861e-01	1.553263e-01	
23	5.160228e-06	-1.43804e-01	-6.51473e-01	1.620849e-01	
24	5.395201e-06	-1.52725e-01	-6.63436e-01	1.694628e-01	
25	5.650890e-06	-1.61649e-01	-6.75259e-01	1.774907e-01	
26	5.953437e-06	-1.71718e-01	-6.88413e-01	1.869891e-01	
27	6.291123e-06	-1.82666e-01	-7.02533e-01	1.975900e-01	
28	6.750146e-06	-1.97377e-01	-7.21217e-01	2.119985e-01	
29	7.354944e-06	-2.16635e-01	-7.45270e-01	2.309801e-01	
30	8.316457e-06	-2.47146e-01	-7.82580e-01	2.611503e-01	
31	9.316457e-06	-2.78777e-01	-8.20447e-01	2.925180e-01	
32	1.031646e-05	-3.10345e-01	-8.57577e-01	3.238741e-01	
33	1.131646e-05	-3.41857e-01	-8.94121e-01	3.552175e-01	
34	1.231646e-05	-3.73330e-01	-9.30184e-01	3.865468e-01	
35	1.331646e-05	-4.04763e-01	-9.65845e-01	4.178609e-01	
36	1.431646e-05	-4.36166e-01	-1.00116e+00	4.491585e-01	
37	1.531646e-05	-4.67535e-01	-1.03618e+00	4.804383e-01	
38	1.631646e-05	-4.98878e-01	-1.07093e+00	5.116992e-01	
39	1.731646e-05	-5.30189e-01	-1.10546e+00	5.429398e-01	
40	1.831646e-05	-5.61475e-01	-1.13977e+00	5.741591e-01	
41	1.931646e-05	-5.92730e-01	-1.17389e+00	6.053556e-01	
42	2.031646e-05	-6.23958e-01	-1.20784e+00	6.365283e-01	
43	2.131646e-05	-6.55155e-01	-1.24163e+00	6.676759e-01	
44	2.231646e-05	-6.86324e-01	-1.27527e+00	6.987970e-01	
45	2.331646e-05	-7.17461e-01	-1.30877e+00	7.298906e-01	
46	2.431646e-05	-7.48569e-01	-1.34214e+00	7.609554e-01	
47	2.531646e-05	-7.79642e-01	-1.37539e+00	7.919902e-01	
48	2.631646e-05	-8.10684e-01	-1.40852e+00	8.229936e-01	
49	2.731646e-05	-8.41691e-01	-1.44154e+00	8.539646e-01	
50	2.831646e-05	-8.72664e-01	-1.47445e+00	8.849019e-01	
51	2.931646e-05	-9.03599e-01	-1.50726e+00	9.158042e-01	
52	3.031646e-05	-9.34499e-01	-1.53997e+00	9.466704e-01	
53	3.131646e-05	-9.65359e-01	-1.57258e+00	9.774992e-01	
54	3.231646e-05	-9.96181e-01	-1.60510e+00	1.008289e+00	

Index   time            v(3)            v(4)            v(1)            
--------------------------------------------------------------------------------
55	3.331646e-05	-1.02696e+00	-1.63753e+00	1.039040e+00	
56	3.431646e-05	-1.05770e+00	-1.66986e+00	1.069749e+00	
57	3.531646e-05	-1.08840e+00	-1.70211e+00	1.100416e+00	
58	3.631646e-05	-1.11905e+00	-1.73427e+00	1.131040e+00	
59	3.731646e-05	-1.14966e+00	-1.76635e+00	1.161619e+00	
60	3.831646e-05	-1.18022e+00	-1.79834e+00	1.192152e+00	
61	3.931646e-05	-1.21073e+00	-1.83024e+00	1.222639e+00	
62	4.031646e-05	-1.24120e+00	-1.86206e+00	1.253076e+00	
63	4.131646e-05	-1.27162e+00	-1.89380e+00	1.283465e+00	
64	4.231646e-05	-1.30198e+00	-1.92546e+00	1.313803e+00	
65	4.331646e-05	-1.33229e+00	-1.95703e+00	1.344088e+00	
66	4.431646e-05	-1.36256e+00	-1.98852e+00	1.374321e+00	
67	4.531646e-05	-1.39276e+00	-2.01993e+00	1.404500e+00	
68	4.631646e-05	-1.42291e+00	-2.05126e+00	1.434623e+00	
69	4.731646e-05	-1.45301e+00	-2.08250e+00	1.464689e+00	
70	4.831646e-05	-1.48304e+00	-2.11367e+00	1.494698e+00	
71	4.931646e-05	-1.51302e+00	-2.14475e+00	1.524648e+00	
72	5.031646e-05	-1.54294e+00	-2.17575e+00	1.554537e+00	
73	5.131646e-05	-1.57279e+00	-2.20666e+00	1.584365e+00	
74	5.231646e-05	-1.60259e+00	-2.23749e+00	1.614131e+00	
75	5.331646e-05	-1.63232e+00	-2.26824e+00	1.643833e+00	
76	5.431646e-05	-1.66198e+00	-2.29890e+00	1.673469e+00	
77	5.531646e-05	-1.69158e+00	-2.32948e+00	1.703040e+00	
78	5.631646e-05	-1.72112e+00	-2.35998e+00	1.732544e+00	
79	5.731646e-05	-1.75058e+00	-2.39038e+00	1.761979e+00	
80	5.831646e-05	-1.77998e+00	-2.42070e+00	1.791345e+00	
81	5.931646e-05	-1.80930e+00	-2.45094e+00	1.820640e+00	
82	6.031646e-05	-1.83855e+00	-2.48109e+00	1.849863e+00	
83	6.131646e-05	-1.86773e+00	-2.51114e+00	1.879013e+00	
84	6.231646e-05	-1.89684e+00	-2.54111e+00	1.908089e+00	
85	6.331646e-05	-1.92587e+00	-2.57099e+00	1.937089e+00	
86	6.431646e-05	-1.95483e+00	-2.60078e+00	1.966013e+00	
87	6.531646e-05	-1.98370e+00	-2.63048e+00	1.994860e+00	
88	6.631646e-05	-2.01250e+00	-2.66009e+00	2.023627e+00	
89	6.731646e-05	-2.04122e+00	-2.68960e+00	2.052315e+00	
90	6.831646e-05	-2.06986e+00	-2.71903e+00	2.080922e+00	
91	6.931646e-05	-2.09842e+00	-2.74835e+00	2.109447e+00	
92	7.031646e-05	-2.12689e+00	-2.77758e+00	2.137888e+00	
93	7.131646e-05	-2.15528e+00	-2.80672e+00	2.166245e+00	
94	7.231646e-05	-2.18359e+00	-2.83576e+00	2.194516e+00	
95	7.331646e-05	-2.21181e+00	-2.86470e+00	2.222701e+00	
96	7.431646e-05	-2.23994e+00	-2.89355e+00	2.250798e+00	
97	7.531646e-05	-2.26798e+00	-2.92229e+00	2.278806e+00	
98	7.631646e-05	-2.29593e+00	-2.95094e+00	2.306724e+00	
99	7.731646e-05	-2.32379e+00	-2.97948e+00	2.334552e+00	
100	7.831646e-05	-2.35156e+00	-3.00792e+00	2.362287e+00	
101	7.931646e-05	-2.37924e+00	-3.03626e+00	2.389928e+00	
102	8.031646e-05	-2.40682e+00	-3.06450e+00	2.417476e+00	
103	8.131646e-05	-2.43431e+00	-3.09263e+00	2.444928e+00	
104	8.231646e-05	-2.46170e+00	-3.12066e+00	2.472283e+00	
105	8.331646e-05	-2.48900e+00	-3.14858e+00	2.499541e+00	
106	8.431646e-05	-2.51619e+00	-3.17640e+00	2.526700e+00	
107	8.531646e-05	-2.54329e+00	-3.20410e+00	2.553759e+00	
108	8.631646e-05	-2.57029e+00	-3.23170e+00	2.580718e+00	
109	8.731646e-05	-2.59718e+00	-3.25919e+00	2.607575e+00	
110	8.831646e-05	-2.62397e+00	-3.28656e+00	2.634328e+00	
111	8.931646e-05	-2.65066e+00	-3.31383e+00	2.660978e+00	
112	9.031646e-05	-2.67724e+00	-3.34098e+00	2.687523e+00	

Index   time            v(3)            v(4)            v(1)            
--------------------------------------------------------------------------------
113	9.131646e-05	-2.70372e+00	-3.36802e+00	2.713961e+00	
114	9.231646e-05	-2.73009e+00	-3.39495e+00	2.740293e+00	
115	9.331646e-05	-2.75635e+00	-3.42176e+00	2.766516e+00	
116	9.431646e-05	-2.78251e+00	-3.44846e+00	2.792630e+00	
117	9.531646e-05	-2.80855e+00	-3.47504e+00	2.818634e+00	
118	9.631646e-05	-2.83449e+00	-3.50150e+00	2.844527e+00	
119	9.731646e-05	-2.86031e+00	-3.52784e+00	2.870307e+00	
120	9.831646e-05	-2.88601e+00	-3.55406e+00	2.895974e+00	
121	9.931646e-05	-2.91161e+00	-3.58016e+00	2.921526e+00	
122	1.003165e-04	-2.93709e+00	-3.60614e+00	2.946964e+00	
123	1.013165e-04	-2.96245e+00	-3.63200e+00	2.972284e+00	
124	1.023165e-04	-2.98770e+00	-3.65774e+00	2.997488e+00	
125	1.033165e-04	-3.01282e+00	-3.68335e+00	3.022573e+00	
126	1.043165e-04	-3.03783e+00	-3.70883e+00	3.047539e+00	
127	1.053165e-04	-3.06272e+00	-3.73419e+00	3.072385e+00	
128	1.063165e-04	-3.08749e+00	-3.75943e+00	3.097109e+00	
129	1.073165e-04	-3.11214e+00	-3.78453e+00	3.121711e+00	
130	1.083165e-04	-3.13666e+00	-3.80951e+00	3.146190e+00	
131	1.093165e-04	-3.16106e+00	-3.83436e+00	3.170545e+00	
132	1.103165e-04	-3.18533e+00	-3.85907e+00	3.194774e+00	
133	1.113165e-04	-3.20948e+00	-3.88366e+00	3.218877e+00	
134	1.123165e-04	-3.23350e+00	-3.90811e+00	3.242853e+00	
135	1.133165e-04	-3.25740e+00	-3.93244e+00	3.266702e+00	
136	1.143165e-04	-3.28116e+00	-3.95662e+00	3.290421e+00	
137	1.153165e-04	-3.30480e+00	-3.98068e+00	3.314010e+00	
138	1.163165e-04	-3.32830e+00	-4.00459e+00	3.337469e+00	
139	1.173165e-04	-3.35168e+00	-4.02837e+00	3.360795e+00	
140	1.183165e-04	-3.37492e+00	-4.05202e+00	3.383990e+00	
141	1.193165e-04	-3.39803e+00	-4.07552e+00	3.407050e+00	
142	1.203165e-04	-3.42100e+00	-4.09889e+00	3.429976e+00	
143	1.213165e-04	-3.44384e+00	-4.12212e+00	3.452767e+00	
144	1.223165e-04	-3.46654e+00	-4.14520e+00	3.475421e+00	
145	1.233165e-04	-3.48911e+00	-4.16815e+00	3.497938e+00	
146	1.243165e-04	-3.51154e+00	-4.19095e+00	3.520317e+00	
147	1.253165e-04	-3.53383e+00	-4.21361e+00	3.542557e+00	
148	1.263165e-04	-3.55598e+00	-4.23612e+00	3.564657e+00	
149	1.273165e-04	-3.57798e+00	-4.25849e+00	3.586616e+00	
150	1.283165e-04	-3.59985e+00	-4.28072e+00	3.608434e+00	
151	1.293165e-04	-3.62158e+00	-4.30279e+00	3.630110e+00	
152	1.303165e-04	-3.64316e+00	-4.32472e+00	3.651642e+00	
153	1.313165e-04	-3.66460e+00	-4.34651e+00	3.673029e+00	
154	1.323165e-04	-3.68589e+00	-4.36814e+00	3.694272e+00	
155	1.333165e-04	-3.70704e+00	-4.38963e+00	3.715369e+00	
156	1.343165e-04	-3.72805e+00	-4.41096e+00	3.736320e+00	
157	1.353165e-04	-3.74890e+00	-4.43214e+00	3.757123e+00	
158	1.363165e-04	-3.76961e+00	-4.45317e+00	3.777777e+00	
159	1.373165e-04	-3.79016e+00	-4.47405e+00	3.798282e+00	
160	1.383165e-04	-3.81057e+00	-4.49477e+00	3.818638e+00	
161	1.393165e-04	-3.83083e+00	-4.51534e+00	3.838843e+00	
162	1.403165e-04	-3.85094e+00	-4.53576e+00	3.858896e+00	
163	1.413165e-04	-3.87089e+00	-4.55602e+00	3.878797e+00	
164	1.423165e-04	-3.89069e+00	-4.57612e+00	3.898544e+00	
165	1.433165e-04	-3.91034e+00	-4.59606e+00	3.918138e+00	
166	1.443165e-04	-3.92984e+00	-4.61585e+00	3.937577e+00	
167	1.453165e-04	-3.94917e+00	-4.63548e+00	3.956861e+00	
168	1.463165e-04	-3.96836e+00	-4.65495e+00	3.975988e+00	
169	1.473165e-04	-3.98738e+00	-4.67426e+00	3.994959e+00	
170	1.483165e-04	-4.00625e+00	-4.69340e+00	4.013771e+00	

Index   time            v(3)            v(4)            v(1)            
--------------------------------------------------------------------------------
171	1.493165e-04	-4.02496e+00	-4.71239e+00	4.032426e+00	
172	1.503165e-04	-4.04351e+00	-4.73121e+00	4.050921e+00	
173	1.513165e-04	-4.06190e+00	-4.74987e+00	4.069256e+00	
174	1.523165e-04	-4.08013e+00	-4.76837e+00	4.087430e+00	
175	1.533165e-04	-4.09820e+00	-4.78670e+00	4.105443e+00	
176	1.543165e-04	-4.11611e+00	-4.80486e+00	4.123295e+00	
177	1.553165e-04	-4.13386e+00	-4.82286e+00	4.140983e+00	
178	1.563165e-04	-4.15144e+00	-4.84070e+00	4.158508e+00	
179	1.573165e-04	-4.16886e+00	-4.85836e+00	4.175868e+00	
180	1.583165e-04	-4.18611e+00	-4.87586e+00	4.193064e+00	
181	1.593165e-04	-4.20320e+00	-4.89319e+00	4.210094e+00	
182	1.603165e-04	-4.22012e+00	-4.91035e+00	4.226958e+00	
183	1.613165e-04	-4.23688e+00	-4.92734e+00	4.243656e+00	
184	1.623165e-04	-4.25347e+00	-4.94416e+00	4.260185e+00	
185	1.633165e-04	-4.26989e+00	-4.96081e+00	4.276547e+00	
186	1.643165e-04	-4.28614e+00	-4.97729e+00	4.292739e+00	
187	1.653165e-04	-4.30222e+00	-4.99360e+00	4.308762e+00	
188	1.663165e-04	-4.31813e+00	-5.00973e+00	4.324615e+00	
189	1.673165e-04	-4.33388e+00	-5.02569e+00	4.340298e+00	
190	1.683165e-04	-4.34945e+00	-5.04147e+00	4.355809e+00	
191	1.693165e-04	-4.36485e+00	-5.05708e+00	4.371148e+00	
192	1.703165e-04	-4.38007e+00	-5.07252e+00	4.386314e+00	
193	1.713165e-04	-4.39513e+00	-5.08777e+00	4.401308e+00	
194	1.723165e-04	-4.41001e+00	-5.10286e+00	4.416127e+00	
195	1.733165e-04	-4.42471e+00	-5.11776e+00	4.430772e+00	
196	1.743165e-04	-4.43924e+00	-5.13249e+00	4.445243e+00	
197	1.753165e-04	-4.45360e+00	-5.14704e+00	4.459537e+00	
198	1.763165e-04	-4.46778e+00	-5.16141e+00	4.473656e+00	
199	1.773165e-04	-4.48179e+00	-5.17560e+00	4.487598e+00	
200	1.783165e-04	-4.49561e+00	-5.18961e+00	4.501363e+00	
201	1.793165e-04	-4.50926e+00	-5.20344e+00	4.514950e+00	
202	1.803165e-04	-4.52273e+00	-5.21709e+00	4.528359e+00	
203	1.813165e-04	-4.53603e+00	-5.23056e+00	4.541590e+00	
204	1.823165e-04	-4.54914e+00	-5.24384e+00	4.554640e+00	
205	1.833165e-04	-4.56207e+00	-5.25695e+00	4.567512e+00	
206	1.843165e-04	-4.57483e+00	-5.26987e+00	4.580202e+00	
207	1.853165e-04	-4.58740e+00	-5.28260e+00	4.592712e+00	
208	1.863165e-04	-4.59979e+00	-5.29516e+00	4.605041e+00	
209	1.873165e-04	-4.61200e+00	-5.30753e+00	4.617188e+00	
210	1.883165e-04	-4.62403e+00	-5.31971e+00	4.629153e+00	
211	1.893165e-04	-4.63588e+00	-5.33171e+00	4.640934e+00	
212	1.903165e-04	-4.64754e+00	-5.34352e+00	4.652533e+00	
213	1.913165e-04	-4.65902e+00	-5.35515e+00	4.663948e+00	
214	1.923165e-04	-4.67031e+00	-5.36659e+00	4.675179e+00	
215	1.933165e-04	-4.68142e+00	-5.37784e+00	4.686225e+00	
216	1.943165e-04	-4.69235e+00	-5.38891e+00	4.697086e+00	
217	1.953165e-04	-4.70309e+00	-5.39979e+00	4.707762e+00	
218	1.963165e-04	-4.71365e+00	-5.41047e+00	4.718252e+00	
219	1.973165e-04	-4.72401e+00	-5.42098e+00	4.728556e+00	
220	1.983165e-04	-4.73420e+00	-5.43129e+00	4.738673e+00	
221	1.993165e-04	-4.74419e+00	-5.44141e+00	4.748603e+00	
222	2.003165e-04	-4.75400e+00	-5.45134e+00	4.758345e+00	
223	2.013165e-04	-4.76362e+00	-5.46108e+00	4.767900e+00	
224	2.023165e-04	-4.77305e+00	-5.47063e+00	4.777266e+00	
225	2.033165e-04	-4.78230e+00	-5.47999e+00	4.786444e+00	
226	2.043165e-04	-4.79135e+00	-5.48916e+00	4.795433e+00	
227	2.053165e-04	-4.80022e+00	-5.49814e+00	4.804233e+00	
228	2.063165e-04	-4.80889e+00	-5.50692e+00	4.812842e+00	

Index   time            v(3)            v(4)            v(1)            
--------------------------------------------------------------------------------
229	2.073165e-04	-4.81738e+00	-5.51551e+00	4.821262e+00	
230	2.083165e-04	-4.82567e+00	-5.52391e+00	4.829492e+00	
231	2.093165e-04	-4.83378e+00	-5.53212e+00	4.837531e+00	
232	2.103165e-04	-4.84169e+00	-5.54013e+00	4.845379e+00	
233	2.113165e-04	-4.84942e+00	-5.54795e+00	4.853035e+00	
234	2.123165e-04	-4.85695e+00	-5.55558e+00	4.860500e+00	
235	2.133165e-04	-4.86429e+00	-5.56301e+00	4.867773e+00	
236	2.143165e-04	-4.87144e+00	-5.57024e+00	4.874854e+00	
237	2.153165e-04	-4.87839e+00	-5.57729e+00	4.881743e+00	
238	2.163165e-04	-4.88516e+00	-5.58413e+00	4.888439e+00	
239	2.173165e-04	-4.89173e+00	-5.59078e+00	4.894941e+00	
240	2.183165e-04	-4.89810e+00	-5.59724e+00	4.901251e+00	
241	2.193165e-04	-4.90429e+00	-5.60350e+00	4.907367e+00	
242	2.203165e-04	-4.91028e+00	-5.60956e+00	4.913289e+00	
243	2.213165e-04	-4.91607e+00	-5.61543e+00	4.919018e+00	
