
Circuit: full wave precision rectifier 

                         full wave precision rectifier 
                         Transient Analysis  Sat Jan 29 15:20:40  2022
--------------------------------------------------------------------------------
Index   time            v(4)            v(1)            
--------------------------------------------------------------------------------
0	0.000000e+00	7.980638e-04	0.000000e+00	
1	1.000000e-08	7.979171e-04	3.141593e-04	
2	1.239726e-08	7.978375e-04	3.894715e-04	
3	1.719179e-08	7.975605e-04	5.400959e-04	
4	2.678083e-08	7.959673e-04	8.413447e-04	
5	4.595893e-08	7.856236e-04	1.443842e-03	
6	8.431512e-08	7.176334e-04	2.648838e-03	
7	1.200331e-07	5.783670e-04	3.770950e-03	
8	1.618587e-07	2.999614e-04	5.084941e-03	
9	2.117488e-07	-2.08822e-04	6.652283e-03	
10	2.813230e-07	-1.23984e-03	8.838018e-03	
11	3.716247e-07	-3.09119e-03	1.167492e-02	
12	5.070105e-07	-6.74647e-03	1.592818e-02	
13	6.691508e-07	-1.21198e-02	2.102193e-02	
14	8.762469e-07	-1.99194e-02	2.752797e-02	
15	1.114550e-06	-2.95632e-02	3.501434e-02	
16	1.374090e-06	-4.04234e-02	4.316776e-02	
17	1.709047e-06	-5.46334e-02	5.369025e-02	
18	2.173765e-06	-7.42286e-02	6.828871e-02	
19	2.426198e-06	-8.44032e-02	7.621830e-02	
20	2.585169e-06	-9.01768e-02	8.121191e-02	
21	2.705120e-06	-9.37835e-02	8.497977e-02	
22	2.824929e-06	-9.62241e-02	8.874311e-02	
23	2.965172e-06	-9.67898e-02	9.314825e-02	
24	3.115836e-06	-9.36963e-02	9.788061e-02	
25	3.256620e-06	-8.68135e-02	1.023026e-01	
26	3.407401e-06	-7.53170e-02	1.070385e-01	
27	3.565129e-06	-5.96635e-02	1.119925e-01	
28	3.779943e-06	-3.49744e-02	1.187392e-01	
29	3.966045e-06	-1.25934e-02	1.245841e-01	
30	4.148945e-06	8.589165e-03	1.303282e-01	
31	4.330999e-06	2.800240e-02	1.360456e-01	
32	4.610427e-06	5.393695e-02	1.448206e-01	
33	4.874435e-06	7.433852e-02	1.531110e-01	
34	5.210204e-06	9.565257e-02	1.636542e-01	
35	5.549008e-06	1.133206e-01	1.742919e-01	
36	6.038070e-06	1.346821e-01	1.896460e-01	
37	6.504137e-06	1.523481e-01	2.042766e-01	
38	7.011362e-06	1.701007e-01	2.201972e-01	
39	7.561370e-06	1.884947e-01	2.374581e-01	
40	8.289868e-06	2.122447e-01	2.603161e-01	
41	9.200607e-06	2.415093e-01	2.888846e-01	
42	1.020061e-05	2.734031e-01	3.202422e-01	
43	1.120061e-05	3.051632e-01	3.515871e-01	
44	1.220061e-05	3.368327e-01	3.829181e-01	
45	1.320061e-05	3.684324e-01	4.142340e-01	
46	1.420061e-05	3.999754e-01	4.455335e-01	
47	1.520061e-05	4.314698e-01	4.768155e-01	
48	1.620061e-05	4.629211e-01	5.080786e-01	
49	1.720061e-05	4.943331e-01	5.393217e-01	
50	1.820061e-05	5.257084e-01	5.705435e-01	
51	1.920061e-05	5.570486e-01	6.017427e-01	
52	2.020061e-05	5.883548e-01	6.329182e-01	
53	2.120061e-05	6.196275e-01	6.640688e-01	
54	2.220061e-05	6.508671e-01	6.951931e-01	

Index   time            v(4)            v(1)            
--------------------------------------------------------------------------------
55	2.320061e-05	6.820734e-01	7.262899e-01	
56	2.420061e-05	7.132463e-01	7.573581e-01	
57	2.520061e-05	7.443852e-01	7.883964e-01	
58	2.620061e-05	7.754897e-01	8.194035e-01	
59	2.720061e-05	8.065592e-01	8.503783e-01	
60	2.820061e-05	8.375928e-01	8.813196e-01	
61	2.920061e-05	8.685898e-01	9.122260e-01	
62	3.020061e-05	8.995493e-01	9.430965e-01	
63	3.120061e-05	9.304705e-01	9.739297e-01	
64	3.220061e-05	9.613523e-01	1.004724e+00	
65	3.320061e-05	9.921938e-01	1.035479e+00	
66	3.420061e-05	1.022994e+00	1.066194e+00	
67	3.520061e-05	1.053752e+00	1.096866e+00	
68	3.620061e-05	1.084466e+00	1.127495e+00	
69	3.720061e-05	1.115136e+00	1.158079e+00	
70	3.820061e-05	1.145761e+00	1.188618e+00	
71	3.920061e-05	1.176338e+00	1.219109e+00	
72	4.020061e-05	1.206868e+00	1.249553e+00	
73	4.120061e-05	1.237350e+00	1.279947e+00	
74	4.220061e-05	1.267781e+00	1.310291e+00	
75	4.320061e-05	1.298161e+00	1.340583e+00	
76	4.420061e-05	1.328489e+00	1.370822e+00	
77	4.520061e-05	1.358763e+00	1.401006e+00	
78	4.620061e-05	1.388983e+00	1.431136e+00	
79	4.720061e-05	1.419147e+00	1.461209e+00	
80	4.820061e-05	1.449255e+00	1.491225e+00	
81	4.920061e-05	1.479305e+00	1.521181e+00	
82	5.020061e-05	1.509295e+00	1.551078e+00	
83	5.120061e-05	1.539225e+00	1.580913e+00	
84	5.220061e-05	1.569094e+00	1.610686e+00	
85	5.320061e-05	1.598901e+00	1.640395e+00	
86	5.420061e-05	1.628644e+00	1.670039e+00	
87	5.520061e-05	1.658322e+00	1.699618e+00	
88	5.620061e-05	1.687934e+00	1.729129e+00	
89	5.720061e-05	1.717478e+00	1.758573e+00	
90	5.820061e-05	1.746955e+00	1.787946e+00	
91	5.920061e-05	1.776362e+00	1.817250e+00	
92	6.020061e-05	1.805699e+00	1.846481e+00	
93	6.120061e-05	1.834964e+00	1.875640e+00	
94	6.220061e-05	1.864156e+00	1.904724e+00	
95	6.320061e-05	1.893275e+00	1.933733e+00	
96	6.420061e-05	1.922318e+00	1.962666e+00	
97	6.520061e-05	1.951285e+00	1.991522e+00	
98	6.620061e-05	1.980174e+00	2.020299e+00	
99	6.720061e-05	2.008985e+00	2.048996e+00	
100	6.820061e-05	2.037717e+00	2.077612e+00	
101	6.920061e-05	2.066368e+00	2.106146e+00	
102	7.020061e-05	2.094937e+00	2.134597e+00	
103	7.120061e-05	2.123423e+00	2.162964e+00	
104	7.220061e-05	2.151825e+00	2.191245e+00	
105	7.320061e-05	2.180141e+00	2.219440e+00	
106	7.420061e-05	2.208372e+00	2.247548e+00	
107	7.520061e-05	2.236515e+00	2.275566e+00	
108	7.620061e-05	2.264569e+00	2.303495e+00	
109	7.720061e-05	2.292534e+00	2.331333e+00	
110	7.820061e-05	2.320408e+00	2.359078e+00	
111	7.920061e-05	2.348191e+00	2.386731e+00	
112	8.020061e-05	2.375880e+00	2.414289e+00	

Index   time            v(4)            v(1)            
--------------------------------------------------------------------------------
113	8.120061e-05	2.403476e+00	2.441752e+00	
114	8.220061e-05	2.430976e+00	2.469119e+00	
115	8.320061e-05	2.458380e+00	2.496388e+00	
116	8.420061e-05	2.485687e+00	2.523559e+00	
117	8.520061e-05	2.512896e+00	2.550630e+00	
118	8.620061e-05	2.540005e+00	2.577600e+00	
119	8.720061e-05	2.567014e+00	2.604469e+00	
120	8.820061e-05	2.593921e+00	2.631234e+00	
121	8.920061e-05	2.620726e+00	2.657896e+00	
122	9.020061e-05	2.647427e+00	2.684453e+00	
123	9.120061e-05	2.674024e+00	2.710904e+00	
124	9.220061e-05	2.700515e+00	2.737248e+00	
125	9.320061e-05	2.726899e+00	2.763484e+00	
126	9.420061e-05	2.753175e+00	2.789611e+00	
127	9.520061e-05	2.779343e+00	2.815627e+00	
128	9.620061e-05	2.805400e+00	2.841533e+00	
129	9.720061e-05	2.831347e+00	2.867326e+00	
130	9.820061e-05	2.857182e+00	2.893006e+00	
131	9.920061e-05	2.882904e+00	2.918572e+00	
132	1.002006e-04	2.908512e+00	2.944023e+00	
133	1.012006e-04	2.934005e+00	2.969357e+00	
134	1.022006e-04	2.959382e+00	2.994574e+00	
135	1.032006e-04	2.984642e+00	3.019673e+00	
136	1.042006e-04	3.009784e+00	3.044653e+00	
137	1.052006e-04	3.034807e+00	3.069513e+00	
138	1.062006e-04	3.059710e+00	3.094251e+00	
139	1.072006e-04	3.084493e+00	3.118867e+00	
140	1.082006e-04	3.109153e+00	3.143360e+00	
141	1.092006e-04	3.133691e+00	3.167729e+00	
142	1.102006e-04	3.158105e+00	3.191973e+00	
143	1.112006e-04	3.182394e+00	3.216091e+00	
144	1.122006e-04	3.206557e+00	3.240082e+00	
145	1.132006e-04	3.230594e+00	3.263945e+00	
146	1.142006e-04	3.254503e+00	3.287680e+00	
147	1.152006e-04	3.278283e+00	3.311284e+00	
148	1.162006e-04	3.301934e+00	3.334758e+00	
